TAG_CODESPACE_AND_TAG_ID,TAG_ID,,,,,UTC_RELEASE_DATE_TIME,EST_TAG_LIFE,UTC_EXPIRATION_DATE_TIME,TAG_MODEL,TAG_TYPE,,,,,COMMON_NAME,SCIENTIFIC_NAME,RELEASE_LOCATION,,,,,,TAG_IMPLANT_TYPE,COMMENTS
A69-1303-2141,2141,,,,,2/5/2008,2920,2/3/2016,V16-6H,Standard,,Bimini Biological Field Station,Steven Kessel,,Lemon Shark,Negaprion brevirostris,"Jupiter, FL",,,,,,Internal,
A69-1303-2140,2140,,,,,2/27/2007,2920,2/25/2015,V16-6H,Standard,,Bimini Biological Field Station,Steven Kessel,,Lemon Shark,Negaprion brevirostris,"Jupiter, FL",,,,,,Internal,
A69-1303-21,21,,,,,7/28/2010,,12/14/2013,V16P-5x,,A69-1303,CT DEP,Tom Savoy,,sturgeon,Acipenser sp.,CT/Long Island Sound,,,,,,Surgical implant,same tag as 47898
A69-1303-2058,2058,,,,,10/17/2011,,12/10/2012,V7-4L Pinger,,A69-1303,DNREC-DFW,Matt Fisher,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware R., DE",,,,,,Surgical implant,
A69-1303-2057,2057,,,,,10/17/2011,,12/10/2012,V7-4L Pinger,,A69-1303,DNREC-DFW,Matt Fisher,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware R., DE",,,,,,Surgical implant,
A69-1303-2056,2056,,,,,10/17/2011,,12/10/2012,V7-4L Pinger,,A69-1303,DNREC-DFW,Matt Fisher,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware R., DE",,,,,,Surgical implant,
A69-1303-2055,2055,,,,,10/17/2011,,12/10/2012,V7-4L Pinger,,A69-1303,DNREC-DFW,Matt Fisher,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware R., DE",,,,,,Surgical implant,
A69-1303-2054,2054,,,,,10/18/2011,,12/11/2012,V7-4L Pinger,,A69-1303,DNREC-DFW,Matt Fisher,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware R., DE",,,,,,Surgical implant,
A69-1303-2053,2053,,,,,10/18/2011,,12/11/2012,V7-4L Pinger,,A69-1303,DNREC-DFW,Matt Fisher,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware R., DE",,,,,,Surgical implant,
A69-1303-2052,2052,,,,,10/18/2011,,12/11/2012,V7-4L Pinger,,A69-1303,DNREC-DFW,Matt Fisher,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware R., DE",,,,,,Surgical implant,
A69-1303-2051,2051,,,,,10/18/2011,,12/11/2012,V7-4L Pinger,,A69-1303,DNREC-DFW,Matt Fisher,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware R., DE",,,,,,Surgical implant,
A69-1303-2050,2050,,,,,10/18/2011,,12/11/2012,V7-4L Pinger,,A69-1303,DNREC-DFW,Matt Fisher,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware R., DE",,,,,,Surgical implant,
A69-1303-2049,2049,,,,,10/18/2011,,12/11/2012,V7-4L Pinger,,A69-1303,DNREC-DFW,Matt Fisher,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware R., DE",,,,,,Surgical implant,
A69-1303-20479,20479,,,,,4/29/2011,2351,10/5/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,sand tiger shark,Carcharius taurus,Coastal Delaware,,,,,,Internal,
A69-1303-20478,20478,,,,,5/12/2011,2351,10/18/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20477,20477,,,,,5/5/2011,2351,10/11/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20476,20476,,,,,5/9/2011,2351,10/15/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20475,20475,,,,,5/9/2011,2351,10/15/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20474,20474,,,,,5/3/2011,2351,10/9/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20473,20473,,,,,5/3/2011,2351,10/9/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20472,20472,,,,,5/3/2011,2351,10/9/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20471,20471,,,,,5/2/2011,2351,10/8/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20470,20470,,,,,5/2/2011,2351,10/8/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20469,20469,,,,,5/2/2011,2351,10/8/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20468,20468,,,,,5/2/2011,2351,10/8/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20467,20467,,,,,4/29/2011,2351,10/5/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20466,20466,,,,,4/27/2011,2351,10/3/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20465,20465,,,,,4/27/2011,2351,10/3/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20464,20464,,,,,4/26/2011,2351,10/2/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20463,20463,,,,,4/26/2011,2351,10/2/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20462,20462,,,,,4/26/2011,2351,10/2/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20461,20461,,,,,4/26/2011,2351,10/2/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20460,20460,,,,,4/25/2011,2351,10/1/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20459,20459,,,,,4/25/2011,2351,10/1/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20458,20458,,,,,4/25/2011,2351,10/1/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20457,20457,,,,,4/21/2011,2351,9/27/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20456,20456,,,,,4/21/2011,2351,9/27/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20455,20455,,,,,4/25/2011,2351,10/1/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20454,20454,,,,,4/13/2011,2351,9/19/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20453,20453,,,,,4/21/2011,2351,9/27/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20452,20452,,,,,4/21/2011,2351,9/27/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20451,20451,,,,,4/21/2011,2351,9/27/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20450,20450,,,,,4/21/2011,2351,9/27/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20449,20449,,,,,4/21/2011,2351,9/27/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20448,20448,,,,,4/21/2011,2351,9/27/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20447,20447,,,,,4/20/2011,2351,9/26/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20446,20446,,,,,4/20/2011,2351,9/26/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20445,20445,,,,,4/20/2011,2351,9/26/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20444,20444,,,,,4/19/2011,2351,9/25/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20443,20443,,,,,4/19/2011,2351,9/25/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20442,20442,,,,,4/19/2011,2351,9/25/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20441,20441,,,,,4/17/2011,2351,9/23/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20440,20440,,,,,4/18/2011,2351,9/24/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20439,20439,,,,,4/18/2011,2351,9/24/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20438,20438,,,,,4/18/2011,2351,9/24/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20437,20437,,,,,4/17/2011,2351,9/23/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20436,20436,,,,,4/17/2011,2351,9/23/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20435,20435,,,,,4/14/2011,2351,9/20/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20434,20434,,,,,4/3/2011,2351,9/9/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20433,20433,,,,,4/7/2011,2351,9/13/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20432,20432,,,,,4/17/2011,2351,9/23/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20431,20431,,,,,4/10/2011,2351,9/16/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-20430,20430,,,,,4/13/2011,2351,9/19/2017,V16-6H,Standard,,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coastal Delaware,,,,,,Internal,
A69-1303-1774,1774,,,,,10/17/2011,,3/10/2012,V7-4L Pinger,,A69-1303,DNREC-DFW,Matt Fisher,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware R., DE",,,,,,Surgical implant,
A69-1303-1773,1773,,,,,10/3/2011,,2/25/2012,V7-4L Pinger,,A69-1303,DNREC-DFW,Matt Fisher,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware R., DE",,,,,,Surgical implant,
A69-1303-1772,1772,,,,,10/3/2011,,2/25/2012,V7-4L Pinger,,A69-1303,DNREC-DFW,Matt Fisher,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware R., DE",,,,,,Surgical implant,
A69-1303-1771,1771,,,,,10/3/2011,,2/25/2012,V7-4L Pinger,,A69-1303,DNREC-DFW,Matt Fisher,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware R., DE",,,,,,Surgical implant,
A69-1303-1770,1770,,,,,10/17/2011,,3/10/2012,V7-4L Pinger,,A69-1303,DNREC-DFW,Matt Fisher,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware R., DE",,,,,,Surgical implant,
A69-1303-1769,1769,,,,,10/17/2011,,3/10/2012,V7-4L Pinger,,A69-1303,DNREC-DFW,Matt Fisher,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware R., DE",,,,,,Surgical implant,
A69-1303-1768,1768,,,,,9/19/2011,,2/11/2012,V7-4L Pinger,,A69-1303,DNREC-DFW,Matt Fisher,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware R., DE",,,,,,Surgical implant,
A69-1303-1767,1767,,,,,10/17/2011,,3/10/2012,V7-4L Pinger,,A69-1303,DNREC-DFW,Matt Fisher,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware R., DE",,,,,,Surgical implant,
A69-1303-1766,1766,,,,,9/30/2011,,2/22/2012,V7-4L Pinger,,A69-1303,DNREC-DFW,Matt Fisher,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware R., DE",,,,,,Surgical implant,
A69-1303-1765,1765,,,,,10/3/2011,,2/25/2012,V7-4L Pinger,,A69-1303,DNREC-DFW,Matt Fisher,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware R., DE",,,,,,Surgical implant,
A69-9002-15470,15470,,,,,7/7/2011,3280,6/29/2020,V16-4L,Temperature,,MA Marine Fisheries,Jeff Kneebone,,Sand tiger shark,Carcharius taurus,"Plymouth Bay, MA",,,,,,internal,
A69-9002-15469,15469,,,,,7/2/2011,3280,6/24/2020,V16-4L,Temperature,,MA Marine Fisheries,Jeff Kneebone,,Sand tiger shark,Carcharius taurus,"Plymouth Bay, MA",,,,,,internal,
A69-9002-15468,15468,,,,,7/7/2011,3280,6/29/2020,V16-4L,Temperature,,MA Marine Fisheries,Jeff Kneebone,,Sand tiger shark,Carcharius taurus,"Plymouth Bay, MA",,,,,,internal,
A69-9002-15467,15467,,,,,7/7/2011,3280,6/29/2020,V16-4L,Temperature,,MA Marine Fisheries,Jeff Kneebone,,Sand tiger shark,Carcharius taurus,"Plymouth Bay, MA",,,,,,internal,
A69-9002-15466,15466,,,,,6/26/2011,3280,6/18/2020,V16-4L,Temperature,,MA Marine Fisheries,Jeff Kneebone,,Sand tiger shark,Carcharius taurus,"Plymouth Bay, MA",,,,,,internal,
A69-1303-14494,14494,A69-1105-182,182,,,8/17/2011,1580,12/14/2015,,,A69-1005/1303,VCU/USFWS,Matt Balazik,Albert Spells,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,41706,,,,Internal,
A69-1303-14493,14493,A69-1105-181,181,,,4/26/2011,1580,8/23/2015,,,A69-1005/1303,VCU/USFWS,Matt Balazik,Albert Spells,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,47125,,,,Internal,
A69-1303-14492,14492,A69-1105-180,180,,,8/15/2011,1580,12/12/2015,,,A69-1005/1303,VCU/USFWS,Matt Balazik,Albert Spells,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,41096,,,,Internal,
A69-1303-14491,14491,A69-1105-179,179,,,4/26/2011,1580,8/23/2015,,,A69-1005/1303,VCU/USFWS,Matt Balazik,Albert Spells,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,47124,,,,Internal,
A69-1303-14488,14488,A69-1105-176,176,,,4/18/2011,1580,8/15/2015,,,A69-1005/1303,VCU/USFWS,Matt Balazik,Albert Spells,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,47080,985121014291982,,,Internal,
A69-1303-14487,14487,A69-1105-175,175,,,4/5/2011,1580,8/2/2015,,,A69-1005/1303,VCU/USFWS,Matt Balazik,Albert Spells,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,45892,3d9.1c2d038865,,,Internal,
A69-1303-14253,14253,,,,,10/21/2009,,10/14/2011,not provided,,A69-1303,UMAINE,Gayle Zydlewski,,sturgeon,Acipenser sp.,"Penobscot River, ME",,,,,,External,
A69-1303-14252,14252,,,,,10/21/2009,,10/14/2011,not provided,,A69-1303,UMAINE,Gayle Zydlewski,,sturgeon,Acipenser sp.,"Penobscot River, ME",,,,,,External,
A69-1303-14251,14251,,,,,10/21/2009,,10/14/2011,not provided,,A69-1303,UMAINE,Gayle Zydlewski,,sturgeon,Acipenser sp.,"Penobscot River, ME",,,,,,External,
A69-1303-14250,14250,,,,,10/21/2009,,10/14/2011,not provided,,A69-1303,UMAINE,Gayle Zydlewski,,sturgeon,Acipenser sp.,"Penobscot River, ME",,,,,,External,
A69-1303-14249,14249,,,,,10/21/2009,,10/14/2011,not provided,,A69-1303,UMAINE,Gayle Zydlewski,,sturgeon,Acipenser sp.,"Penobscot River, ME",,,,,,External,
A69-1303-14248,14248,,,,,9/21/2009,,9/14/2011,not provided,,A69-1303,UMAINE,Gayle Zydlewski,,sturgeon,Acipenser sp.,"Penobscot River, ME",,,,,,External,
A69-1303-14247,14247,,,,,9/14/2009,,9/7/2011,not provided,,A69-1303,UMAINE,Gayle Zydlewski,,sturgeon,Acipenser sp.,"Penobscot River, ME",,,,,,External,
A69-1303-14246,14246,,,,,8/3/2009,,7/27/2011,not provided,,A69-1303,UMAINE,Gayle Zydlewski,,sturgeon,Acipenser sp.,"Penobscot River, ME",,,,,,External,
A69-1303-14004,14004,,,,,8/5/2008,,1/21/2013,V16-4H-R64K,,A69-1303,DNREC-DFW,Matt Fisher,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware R., DE",,,,,,Surgical implant,
A69-1303-13999,13999,,,,,8/5/2008,,1/21/2013,V16-6H-R64K,,A69-1303,DNREC-DFW,Matt Fisher,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware R., DE",,,,,,Surgical implant,
A69-1303-13998,13998,,,,,8/5/2008,,1/21/2013,V16-6H-R64K,,A69-1303,DNREC-DFW,Matt Fisher,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware R., DE",,,,,,Surgical implant,
A69-1303-13997,13997,,,,,10/21/2008,,4/8/2013,V16-6H-R64K,,A69-1303,DNREC-DFW,Matt Fisher,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware R., DE",,,,,,Surgical implant,
A69-1303-13996,13996,,,,,8/5/2008,,1/21/2013,V16-6H-R64K,,A69-1303,DNREC-DFW,Matt Fisher,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware R., DE",,,,,,Surgical implant,
A69-1303-13995,13995,,,,,7/24/2008,,1/9/2013,V16-6H-R64K,,A69-1303,DNREC-DFW,Matt Fisher,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware R., DE",,,,,,Surgical implant,
A69-1303-13038,13038,A69-1105-181,181,,,9/6/2008,2920,9/4/2016,V16-6H,Standard,,Bimini Biological Field Station,Steven Kessel,,Lemon Shark,Negaprion brevirostris,"Jupiter, FL",,,,,,Internal,
A69-1303-11633,11633,,,,,4/24/2009,,10/10/2013,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Atlantic Coast of DE,,,,,,,In same fish as code 65 by DMR_Striper
A69-1303-11632,11632,,,,,4/10/2009,,9/26/2013,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Atlantic Coast of DE,,,,,,,In same fish as code 63 by DMR_Striper
A69-1303-11631,11631,,,,,4/10/2009,,9/26/2013,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Atlantic Coast of DE,,,,,,,In same fish as code 61 by DMR_Striper
A69-1303-11630,11630,,,,,4/9/2009,,9/25/2013,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Atlantic Coast of DE,,,,,,,In same fish as code 62 by DMR_striper
A69-1303-11629,11629,,,,,4/9/2009,,9/25/2013,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Atlantic Coast of DE,,,,,,Internal,Same as DSU code 218
A69-1303-11628,11628,,,,,4/9/2009,,9/25/2013,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Atlantic Coast of DE,,,,,,Internal,Same as DSU code 217
A69-1303-11627,11627,,,,,4/9/2009,,9/25/2013,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Atlantic Coast of DE,,,,,,Internal,Same as DSU code 216
A69-1303-11626,11626,,,,,4/9/2009,,9/25/2013,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Atlantic Coast of DE,,,,,,Internal,Same as DSU code 215
A69-1303-11625,11625,,,,,4/9/2009,,9/25/2013,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Atlantic Coast of DE,,,,,,Internal,Same as DSU code 214
A69-1303-11624,11624,,,,,4/8/2009,,9/24/2013,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Atlantic Coast of DE,,,,,,Internal,Same as DSU code 213
A69-1303-11623,11623,,,,,4/24/2009,,9/19/2015,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Atlantic Coast of DE,,,,,,,
A69-1303-11622,11622,,,,,4/8/2009,,9/24/2013,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Atlantic Coast of DE,,,,,,Internal,Same as DSU code 212
A69-1303-11621,11621,,,,,4/8/2009,,9/24/2013,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Atlantic Coast of DE,,,,,,Internal,Same as DSU code 211
A69-1303-11620,11620,,,,,4/7/2009,,9/23/2013,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Atlantic Coast of DE,,,,,,Internal,Same as DSU code 2010
A69-1303-11618,11618,,,,,4/7/2009,,9/23/2013,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Atlantic Coast of DE,,,,,,Internal,Same as DSU code 209
A69-1303-11617,11617,,,,,4/7/2009,,9/23/2013,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Atlantic Coast of DE,,,,,,,
A69-1303-11616,11616,,,,,4/5/2009,,9/21/2013,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Atlantic Coast of DE,,,,,,,
A69-1303-11615,11615,,,,,4/5/2009,,9/21/2013,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Atlantic Coast of DE,,,,,,,
A69-1303-11614,11614,,,,,2/5/2009,,7/24/2013,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coast of NC,,,,,,,
A69-1303-11613,11613,,,,,2/5/2009,,7/24/2013,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coast of NC,,,,,,,
A69-1303-11612,11612,,,,,2/5/2009,,7/24/2013,V16-6H,,A69-1303,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Coast of NC,,,,,,,
